,Bottom(20%),Low(20%),Medium(20%),High(20%),Top(20%)
126,0.026046546,0.027905192,0.024758039,0.022836452,0.026900297
127,0.026207846,0.026092706,0.02489801,0.022835484,0.028421875
128,0.02566321,0.026381254,0.025992544,0.022809241,0.027144168
129,0.026125453,0.026352093,0.026232833,0.02342869,0.028419245
130,0.024983337,0.02527169,0.025618333,0.02329331,0.025897376
131,0.024783036,0.025786838,0.025898758,0.025161946,0.028330956
132,0.024833277,0.02624996,0.02502003,0.024369,0.028061984
133,0.025698485,0.02568988,0.02538595,0.02369402,0.025681097
134,0.023983676,0.025356546,0.024795592,0.024955688,0.027697925
135,0.024514023,0.026261743,0.024892488,0.025287906,0.029881427
136,0.02420322,0.026315765,0.025359085,0.025392842,0.027143775
137,0.024729073,0.0255829,0.024917193,0.02496443,0.028075727
138,0.025014231,0.025163114,0.025699366,0.024399763,0.02976669
139,0.025049156,0.025584513,0.025189899,0.023551043,0.02872976
140,0.025068186,0.024765627,0.026012579,0.02348778,0.028998805
141,0.02474014,0.025505837,0.026925348,0.022653444,0.028583838
142,0.025039708,0.025615815,0.02535058,0.022410883,0.027415024
143,0.025663003,0.025772415,0.025563836,0.023193384,0.026830837
144,0.024690341,0.024090461,0.025123581,0.022146344,0.027233839
145,0.024309248,0.02525118,0.026100788,0.022897098,0.026712392
146,0.026564946,0.024454987,0.026586955,0.022521133,0.02577408
147,0.024184842,0.024178984,0.026498785,0.023372585,0.025624711
148,0.025092553,0.025795022,0.02563159,0.0226192,0.027275253
149,0.025597528,0.025687609,0.025853157,0.023713913,0.02996242
150,0.024849644,0.025444793,0.026085878,0.023313215,0.027345197
151,0.025615918,0.024879262,0.02554005,0.022902979,0.027825829
152,0.026164502,0.024935558,0.026092658,0.02269973,0.027183572
153,0.025063049,0.023841828,0.024077784,0.023035945,0.028154816
154,0.024340607,0.022905601,0.025301194,0.02219218,0.025057897
155,0.024977239,0.023620069,0.024840256,0.024211394,0.026893422
156,0.024130698,0.023534182,0.02503508,0.022894377,0.02582071
157,0.023861308,0.02367173,0.02539043,0.023060394,0.02614192
158,0.024730347,0.024587058,0.02476366,0.022854563,0.02598792
159,0.025527928,0.025154723,0.025332393,0.022319388,0.02613758
160,0.022978669,0.024741057,0.02639986,0.02518305,0.026485177
161,0.025340866,0.024712602,0.025586586,0.024201669,0.027808936
162,0.02323775,0.024859183,0.024688935,0.024461258,0.026887763
163,0.024293635,0.023919195,0.025511807,0.023580702,0.026418818
164,0.024724443,0.024781162,0.024545543,0.024246102,0.027704082
165,0.02579975,0.02447071,0.024727218,0.023465764,0.026507119
166,0.024439216,0.02402521,0.02380776,0.022527253,0.02403569
167,0.025418973,0.024270952,0.024350297,0.024095498,0.026506383
168,0.025268009,0.02453232,0.024247,0.024814881,0.024548113
169,0.025296101,0.025173148,0.025012987,0.02408543,0.025118394
170,0.025045099,0.025030738,0.025259582,0.022618411,0.023386562
171,0.024300013,0.024110682,0.024648553,0.02206681,0.025755618
172,0.024690926,0.023871126,0.025184628,0.021701287,0.02671308
173,0.024224166,0.024210468,0.02535173,0.0219436,0.02536643
174,0.024126519,0.02334961,0.024717115,0.023011645,0.02530986
175,0.023181578,0.024372222,0.023980673,0.021027291,0.025734186
176,0.023668516,0.024789853,0.022689596,0.022671085,0.022965293
177,0.02506515,0.02391415,0.023299482,0.021602405,0.024373822
178,0.02470622,0.02392333,0.022817113,0.021790894,0.024635576
179,0.024178669,0.02368937,0.023244414,0.02241844,0.02288871
180,0.024518855,0.023095727,0.022863755,0.0226476,0.025033772
181,0.023507303,0.0242572,0.022982154,0.023359513,0.024566729
182,0.023617513,0.023597183,0.023213373,0.023615154,0.024661353
183,0.023842357,0.02425019,0.023647228,0.023836192,0.02414844
184,0.024881158,0.02446059,0.024742078,0.022539081,0.023928419
185,0.022790164,0.02453444,0.022581365,0.021841979,0.024339674
186,0.022523496,0.023472738,0.024579564,0.021823943,0.025084067
187,0.02412448,0.02576725,0.023248244,0.021541435,0.025308862
188,0.024335075,0.024230119,0.022342842,0.022165513,0.024425404
189,0.023978977,0.0243925,0.024446677,0.020928837,0.023873989
190,0.024186848,0.02498745,0.02315821,0.020146867,0.023586787
191,0.024003355,0.024073584,0.022018101,0.02102813,0.020909391
192,0.023385532,0.024289008,0.023027813,0.020989547,0.02250488
193,0.022770574,0.022795048,0.022863312,0.021559393,0.02157276
194,0.023277499,0.024402244,0.022557737,0.020261971,0.022764036
195,0.02279631,0.024280848,0.02254587,0.022095388,0.020647585
196,0.023720996,0.024662526,0.021897009,0.020875731,0.021734128
197,0.02357203,0.023979314,0.021627432,0.020379627,0.020895598
198,0.023569025,0.024203844,0.022049505,0.021971803,0.020810746
199,0.02378354,0.024628885,0.02327655,0.021974312,0.020257033
200,0.025067607,0.023990741,0.023283664,0.020528976,0.022425858
201,0.023498507,0.024902543,0.023671923,0.021936722,0.02095111
202,0.022596095,0.023255972,0.024623455,0.023099981,0.021937126
203,0.023541372,0.02337434,0.025122456,0.02305658,0.023384137
204,0.02386906,0.024338523,0.0228717,0.022317993,0.02112212
205,0.023928236,0.024139022,0.023081008,0.022201464,0.022416376
206,0.023447625,0.024325904,0.022246914,0.02223404,0.021840703
207,0.02213668,0.023851167,0.023041751,0.021266012,0.024101881
208,0.024277138,0.02380897,0.022219718,0.02202223,0.023457704
209,0.02354129,0.023160972,0.022592692,0.021422818,0.022209486
210,0.023778606,0.022847004,0.022900004,0.021163866,0.022845764
211,0.022442533,0.022683272,0.022358773,0.02037851,0.022856701
212,0.023998177,0.022885686,0.023098057,0.020741217,0.023148827
213,0.024424875,0.022636862,0.022571595,0.02085674,0.023458196
214,0.024490677,0.023875851,0.0219838,0.020905143,0.024963928
215,0.023094628,0.02331335,0.023417082,0.021589728,0.021594781
216,0.02444171,0.022918878,0.023186443,0.020540873,0.025093485
217,0.02353193,0.024731107,0.02219841,0.02008724,0.023707468
218,0.022659902,0.023980606,0.02351196,0.020870883,0.025477977
219,0.023541605,0.023816707,0.021657575,0.02055328,0.024457362
220,0.024018388,0.023970203,0.021747129,0.022163125,0.024437495
221,0.024810035,0.023574296,0.022584587,0.020461641,0.024635792
222,0.023568524,0.024948284,0.022808997,0.021242484,0.024097484
223,0.023504857,0.022267476,0.022789598,0.02221602,0.028628893
224,0.024449322,0.023990344,0.023107633,0.020901468,0.02281172
225,0.023208171,0.023140702,0.023142094,0.020734573,0.02342231
226,0.023574894,0.022776831,0.022897238,0.02089061,0.02468183
227,0.023750935,0.022681804,0.02313241,0.020852966,0.02200194
228,0.023244832,0.023246316,0.021838812,0.021144053,0.021584481
229,0.022586271,0.021921987,0.022156298,0.020717235,0.022102911
230,0.023050208,0.022491345,0.022399915,0.019525958,0.022969415
231,0.022724107,0.022571119,0.02183226,0.020388162,0.020720404
232,0.022560917,0.022899669,0.022263868,0.01965028,0.022728954
233,0.023017,0.022657689,0.020662522,0.01997365,0.023932284
234,0.02270315,0.022543738,0.022890612,0.020432748,0.023210727
235,0.022513332,0.022964451,0.022310829,0.020005569,0.021860624
236,0.02381997,0.02309148,0.020886583,0.021513492,0.021858854
237,0.022445315,0.021944609,0.02166736,0.021265442,0.023387207
238,0.023356136,0.02152054,0.021513313,0.020976868,0.02185355
239,0.02280273,0.022188915,0.021713547,0.020869022,0.020431444
240,0.022023045,0.022381293,0.021533111,0.02283986,0.022018163
241,0.023404583,0.022738526,0.020636356,0.023101034,0.022769265
242,0.023336144,0.023002084,0.021318376,0.021497695,0.020652073
243,0.022965759,0.023075497,0.020534093,0.021622026,0.021290647
244,0.02415729,0.021854887,0.021903874,0.021116456,0.02363941
245,0.022861853,0.023111532,0.021926789,0.020064358,0.020080766
246,0.02337531,0.023467397,0.022567797,0.020942062,0.021159628
247,0.021751063,0.022114009,0.021759454,0.020991297,0.020741917
248,0.022310449,0.021200385,0.022545392,0.021369008,0.022527542
249,0.021663647,0.02161183,0.020282729,0.021997225,0.020298054
250,0.022267425,0.022964897,0.021847896,0.02184387,0.019960897
251,0.02085301,0.022519417,0.021791207,0.020966621,0.019031456
252,0.021672755,0.021684447,0.021859655,0.020268066,0.020939237
253,0.021813178,0.023130994,0.022371618,0.02084973,0.020447696
254,0.021764638,0.023337485,0.022289176,0.021003718,0.020289619
255,0.021381253,0.02220571,0.020980332,0.021039942,0.0187806
256,0.022395996,0.022374736,0.021488253,0.019886894,0.020356823
257,0.021709139,0.021201724,0.021619154,0.020949064,0.018168159
258,0.022593178,0.021489313,0.020693738,0.019754346,0.019145638
259,0.022463517,0.021801772,0.0214384,0.019573368,0.021500697
260,0.022099255,0.021461178,0.020768952,0.019917535,0.021819577
261,0.023323305,0.022398485,0.021082075,0.019871252,0.021506246
262,0.022669354,0.021842953,0.020592121,0.018710312,0.02046175
263,0.022942323,0.022279628,0.021679964,0.02082332,0.020108901
264,0.023933763,0.022707405,0.021888277,0.01923281,0.021156821
265,0.023928178,0.022940002,0.02363135,0.020826668,0.021641554
266,0.022180265,0.023381205,0.022793937,0.019631535,0.020545054
267,0.021876784,0.023445068,0.024022661,0.01941363,0.020477962
268,0.022121923,0.021913387,0.02226132,0.019253531,0.0197765
269,0.022489665,0.022745464,0.023070736,0.019287493,0.019383654
270,0.023100508,0.02294647,0.021659214,0.019838633,0.018224396
271,0.022597674,0.022616036,0.02119579,0.019946657,0.019679112
272,0.022366192,0.021909624,0.020231541,0.018785737,0.019578664
273,0.021740954,0.021682875,0.020315675,0.018757692,0.018474352
274,0.021651234,0.02200991,0.020603202,0.019131621,0.02076766
275,0.02067198,0.021661362,0.02095892,0.01807118,0.018898623
276,0.02187919,0.022056483,0.020194551,0.018402264,0.019382898
277,0.021957526,0.022899605,0.020126533,0.01806125,0.017846027
278,0.022236701,0.022519825,0.020853233,0.019827252,0.019848015
279,0.021097654,0.021972792,0.020983301,0.019447193,0.019827822
280,0.021630485,0.02168932,0.020077895,0.020068357,0.021873057
281,0.022265691,0.022661708,0.02136119,0.020542651,0.020266019
282,0.020141087,0.02105326,0.020296175,0.021024555,0.019456916
283,0.021930465,0.022172661,0.021122338,0.019816954,0.018911142
284,0.020680374,0.021197565,0.020955855,0.019691782,0.021051193
285,0.021255082,0.023573129,0.020967096,0.01873418,0.017739495
286,0.021996995,0.023032643,0.021467587,0.020046605,0.019924005
287,0.023092724,0.022485454,0.02195987,0.020097222,0.020721873
288,0.02101808,0.021823756,0.02100717,0.019012822,0.020752681
289,0.021557776,0.021254359,0.021340905,0.019830521,0.019171508
290,0.022989526,0.02105529,0.021403393,0.019833453,0.021092083
291,0.021266093,0.02228083,0.021752559,0.020936312,0.020881396
292,0.021973023,0.02160377,0.02100724,0.01944437,0.01800558
293,0.021933913,0.021066263,0.021269187,0.020311182,0.017654795
294,0.021719791,0.021256397,0.020466981,0.018959126,0.016506372
295,0.021698894,0.021178674,0.020690963,0.018781805,0.016842635
296,0.02194465,0.021494843,0.020809596,0.019548154,0.018206563
297,0.021651158,0.02063179,0.02094884,0.018893922,0.017349998
298,0.021978151,0.021260962,0.020056574,0.018147897,0.017118735
299,0.02134942,0.021226611,0.019175125,0.018045703,0.019755287
300,0.021793094,0.022904756,0.02107305,0.019951634,0.01739513
301,0.022375997,0.021478109,0.019691307,0.017732687,0.018372098
302,0.021878479,0.022617228,0.021790622,0.017947825,0.01855092
303,0.02098866,0.020710891,0.020342655,0.017468452,0.019388162
304,0.021465193,0.020640941,0.021338286,0.017624497,0.017254584
305,0.021577984,0.021607887,0.021526888,0.017305877,0.018757563
306,0.020885663,0.022307945,0.020576363,0.016763853,0.017512329
307,0.02155354,0.021724328,0.020826675,0.017999746,0.020849824
308,0.021865387,0.02141237,0.021030486,0.019376054,0.01981989
309,0.02023489,0.021348955,0.020861713,0.018427623,0.02066501
310,0.022549292,0.020583153,0.020508574,0.018167384,0.020759672
311,0.022075232,0.021638004,0.019522937,0.018388644,0.019038271
312,0.021952886,0.021012934,0.021311821,0.01925904,0.020223629
313,0.021603398,0.022740517,0.020306587,0.019447675,0.020403894
314,0.020888029,0.022272082,0.021022728,0.020613454,0.01906434
315,0.021949051,0.022023322,0.020566659,0.018466871,0.01907035
316,0.021089345,0.021860976,0.020470686,0.018509323,0.017769711
317,0.02207364,0.021998193,0.022160744,0.019022062,0.01811332
318,0.022305157,0.020722592,0.020170728,0.018976122,0.018012878
319,0.020806367,0.022746028,0.02034838,0.018157221,0.017833332
320,0.020590667,0.021384172,0.019539904,0.017982615,0.021427969
321,0.021790542,0.020382365,0.019542558,0.018656397,0.021061588
322,0.021969665,0.02002997,0.020246228,0.018599661,0.020365627
323,0.020534975,0.02029394,0.019753795,0.02028158,0.023311226
324,0.01965541,0.022773976,0.019926853,0.01870874,0.022303345
325,0.02020862,0.021693086,0.021252152,0.019334542,0.021127785
326,0.020453142,0.022633761,0.02114527,0.019065522,0.020986756
327,0.02042137,0.022806216,0.020667367,0.020202264,0.019936947
328,0.021673659,0.022543637,0.019824218,0.019625844,0.019327883
329,0.021059431,0.022183958,0.020531174,0.019781562,0.020385783
330,0.021372387,0.022185236,0.021213572,0.018560257,0.018961424
331,0.022540022,0.02091884,0.019788729,0.017470056,0.018160583
332,0.021193877,0.021908423,0.020711577,0.018021377,0.016880395
333,0.02089256,0.022207275,0.020638812,0.018093605,0.017555209
334,0.020971008,0.021357557,0.02011323,0.018184315,0.017020945
335,0.022318754,0.022025006,0.020017564,0.01736342,0.016235443
336,0.022531133,0.021146573,0.020265343,0.017968712,0.016661972
337,0.021962622,0.022258993,0.02061028,0.01841165,0.016171686
338,0.021599444,0.020938624,0.01962768,0.018587701,0.017058527
339,0.021608226,0.022939086,0.019642867,0.0188438,0.016981062
340,0.021708237,0.020404022,0.019911584,0.019369027,0.018396694
341,0.021881782,0.020567283,0.020039301,0.02015889,0.018936856
342,0.023027252,0.020806864,0.02083582,0.019624626,0.022107374
343,0.020521551,0.02038444,0.020392938,0.018040974,0.019447103
344,0.021456687,0.019779155,0.019784927,0.019586947,0.02188694
345,0.021629605,0.020669416,0.020713817,0.01881419,0.018243084
346,0.02057067,0.01960927,0.019400977,0.01922534,0.02078462
347,0.021684809,0.020784782,0.019180996,0.018240927,0.019674702
348,0.019666536,0.02103817,0.019196542,0.018913977,0.020437425
349,0.020867642,0.021069713,0.019939529,0.018013699,0.019851757
350,0.019900689,0.02191596,0.020214427,0.0175171,0.018677248
351,0.021572633,0.020593397,0.0193862,0.01918134,0.020352585
352,0.021709975,0.022201369,0.02042234,0.018968632,0.021636244
353,0.01998535,0.02102199,0.020810584,0.01770754,0.02201553
354,0.020866971,0.02210797,0.02090253,0.018992849,0.022048851
355,0.020416604,0.021122215,0.020877127,0.019238139,0.023040647
356,0.018624175,0.02115506,0.021470623,0.018314194,0.022262847
357,0.019480657,0.022086127,0.019917319,0.018472116,0.01940832
358,0.01991185,0.020483524,0.02185317,0.017082676,0.019012857
359,0.019485144,0.021697909,0.020049775,0.01743179,0.02059054
360,0.020553786,0.020613251,0.019217478,0.017643636,0.018596789
361,0.019498013,0.020144224,0.020016769,0.01743753,0.020576414
362,0.019627502,0.01982432,0.01880964,0.017417999,0.017929086
363,0.02106569,0.02094938,0.019106438,0.016312758,0.017072765
364,0.020054705,0.019287061,0.017754434,0.017356895,0.018242752
365,0.021313805,0.020278119,0.018491445,0.017940417,0.018870331
366,0.019678779,0.020131906,0.019191138,0.017305225,0.018554674
367,0.020778826,0.020893903,0.019569382,0.01767411,0.017957475
368,0.019479757,0.021826046,0.017995447,0.018197212,0.019292893
369,0.02039003,0.020645263,0.018969497,0.018146137,0.019821303
370,0.019731216,0.021042185,0.01978417,0.018665584,0.020274572
371,0.019517802,0.020524625,0.018835995,0.01798371,0.019416707
372,0.021131802,0.022032708,0.018489065,0.019546807,0.02042507
373,0.020827534,0.022580916,0.018687986,0.018549092,0.020337032
374,0.020108258,0.021340093,0.019630961,0.016698232,0.01948843
375,0.019766672,0.0215587,0.019451465,0.018761626,0.021535259
376,0.020817358,0.020819373,0.019657599,0.017599914,0.019346183
377,0.021566559,0.020797698,0.018244123,0.019088035,0.020629914
378,0.022125652,0.020360004,0.017438684,0.01803176,0.021451699
379,0.020381676,0.02013698,0.018016636,0.018278427,0.019862056
380,0.021394955,0.020190962,0.019539446,0.019063728,0.02055888
381,0.021090616,0.020363629,0.018512735,0.018037846,0.021972165
382,0.021232652,0.020083522,0.018746998,0.018956887,0.016312713
383,0.020474173,0.019890925,0.018529315,0.019343438,0.017881854
384,0.019676045,0.019564625,0.019996995,0.019257313,0.015545562
385,0.021059312,0.020364752,0.019597782,0.019955827,0.016885212
386,0.02144611,0.02173455,0.021055995,0.018738782,0.015526106
387,0.0207534,0.020752084,0.019057,0.017195674,0.019003622
388,0.021156508,0.019934343,0.019124864,0.018432919,0.021645458
389,0.01986083,0.0218343,0.019672656,0.018145442,0.019419808
390,0.02097736,0.021250393,0.018838359,0.017538043,0.019975314
391,0.020091478,0.019857174,0.019869603,0.018219143,0.019134795
392,0.019140579,0.020294059,0.019719178,0.018039897,0.018788612
393,0.020025304,0.020512199,0.020791305,0.018992689,0.019809498
394,0.020065654,0.019467965,0.019764576,0.018851226,0.019295976
395,0.019878298,0.01969718,0.020001492,0.018821696,0.01682421
396,0.0199946,0.020414105,0.019088367,0.018684257,0.01711456
397,0.019354993,0.020556627,0.018711671,0.01913365,0.019260872
398,0.020665256,0.020058496,0.020372612,0.021073444,0.019957978
399,0.020657303,0.020210672,0.019179128,0.018569876,0.018917816
400,0.019094277,0.020519782,0.018973015,0.019504828,0.01905998
401,0.020403797,0.019805847,0.017042909,0.018362395,0.017839372
402,0.019424975,0.02062712,0.017808992,0.019302972,0.017717207
403,0.01931041,0.020714842,0.017385889,0.018513238,0.017750781
404,0.021428099,0.019291772,0.01787458,0.01867707,0.018649882
405,0.020399252,0.020720495,0.016731063,0.01917233,0.017945575
406,0.019701,0.01953207,0.017836105,0.018403355,0.01674821
407,0.021508677,0.021426234,0.01864872,0.018030632,0.016266339
408,0.02085992,0.019152464,0.017898403,0.017010516,0.017005287
409,0.020105273,0.01932965,0.01814437,0.01772783,0.015689723
410,0.01964324,0.019234404,0.018865757,0.017064385,0.018742848
411,0.019560944,0.019682106,0.017882066,0.01647292,0.01833582
412,0.021128176,0.01961909,0.018686574,0.018938214,0.016748756
413,0.020961411,0.020347266,0.0175443,0.017197534,0.019713035
414,0.019810092,0.020722758,0.018694302,0.01803974,0.019415578
415,0.020158293,0.02012742,0.017626867,0.017438235,0.018306931
416,0.021285651,0.020009376,0.01782915,0.018454114,0.015771259
417,0.019519595,0.02061168,0.018589193,0.017291492,0.019988522
418,0.018081177,0.019892922,0.01753769,0.017561058,0.020423021
419,0.018759314,0.021059692,0.01940777,0.017355021,0.020533638
420,0.019783963,0.02023724,0.017592927,0.017334333,0.019253116
421,0.019729866,0.018263744,0.018238265,0.019045265,0.01876222
422,0.019385923,0.019700462,0.01862303,0.017542424,0.021147655
423,0.019428477,0.018968336,0.019988734,0.017213875,0.021130342
424,0.021168053,0.019851677,0.017730841,0.020073224,0.023657905
425,0.020273166,0.018883688,0.01837073,0.020092264,0.020434618
426,0.020411989,0.019350383,0.020012867,0.019584026,0.020679645
427,0.01837003,0.018729145,0.01942148,0.020021712,0.018483669
428,0.019709222,0.021019023,0.018056395,0.018142367,0.020147044
429,0.019217832,0.020733513,0.018628906,0.020076834,0.018223984
430,0.019504447,0.02146406,0.018388245,0.019078257,0.02227394
431,0.018167563,0.020089906,0.018877385,0.01762057,0.015743034
432,0.019406853,0.019077042,0.018324926,0.020087933,0.019947425
433,0.01851613,0.020312583,0.020435365,0.019097367,0.01996251
434,0.020544084,0.019177645,0.019998724,0.017578853,0.018710162
